lemma	part_of_speech	translations
жираф	noun	Camelopardalis|giraffe
жириновский	noun	Zhirinovsky
жиронда	noun	Gironde
житников	noun	Zhitnikov
жихарь	noun	Zhikhar
жозефин	noun	Josephine
жора	noun	Zhora
жуков	noun	Zhukov
жуковский	noun	Zhukovsky
журович	noun	Zhurovich
загс	noun	civil registry
заболотников	noun	Zabolotnikov
заволжск	noun	Zavolzhsk
загреб	noun	Zagreb
загрос	noun	Zagros Mountains
заир	noun	Zaire|Zaïre
зайчихин	noun	Zaichikhin
закавказье	noun	Transcaucasia|South Caucasus|Transcaucasus
закарпатье	noun	Zakarpattia
зализняк	noun	Zaliznyak
замбия	noun	Zambia
запад	noun	West|west
зарина	noun	Zarina
захария	noun	Zachariah|Zechariah
захаркин	noun	Zakharkin
захаров	noun	Zakharov
звенигород	noun	Zvenigorod
здзислав	noun	Zdzislav
зевес	noun	Zeus
зевс	noun	Zeus
зейнсвилл	noun	Zanesville
зеленихин	noun	Zelenikhin
зеленский	noun	Zelenskiy|Zelensky|Zelenskyy
землянкин	noun	Zemlyankin
земцев	noun	Zemtsev
зигмунд	noun	Sigmund
зигфрид	noun	Siegfried
зил	noun	Zeil
зима	noun	Zima|winter
зимбабве	noun	Zimbabwe
зина	noun	Zina|Zenas the lawyer
зинаида	noun	Zinaida
зиньков	noun	Zinkov
зира	noun	Zira|cumin
злата	noun	Zlata
злобин	noun	Zlobin
золотухин	noun	Zolotukhin
золушка	noun	Cinderella
золя	noun	Zola
зубаков	noun	Zubakov
зубарев	noun	Zubarev
зубов	noun	Zubov
зюганов	noun	Zyuganov
иакинф	noun	Iakinf|Hyacinth
иблис	noun	Iblis
ивайкин	noun	Ivaykin
иван	noun	John|Ivan
иваненко	noun	Ivanenko
иванчов	noun	Ivanchov
ивахнов	noun	Ivakhnov
ивков	noun	[
игнат	noun	Ignat
игнатьичев	noun	Ignatichev
игорев		Igor's
игудин	noun	Igudin
идальго	noun	Free and Sovereign State of Hidalgo|Hidalgo
идлиб	noun	Idlib
идрис	noun	Idris
иегова	noun	Jehovah
иерусалим	noun	Jerusalem
ижевск	noun	Izhevsk
ижмяков	noun	Izhmyakov
ижора	noun	Izhora
изабелла	noun	Isabella
измаил	noun	Ishmael|Ismael|Izmail
измир	noun	Izmir
израиль	noun	Israel
или	noun	Ili|or|either
илларион	noun	Hilarion
иллинойс	noun	Illinois
илона	noun	Ilona
ильгиз	noun	Ilgiz
ильинична	noun	Ilyinichna
илья	noun	Elijah|Ilya
ильёв	noun	Ilyev
иммануил	noun	Emmanuel
ингушетия	noun	Ingushetia
индиана	noun	Indiana
индира	noun	Indira
индия	noun	India
индокитай	noun	Indochina
индонезия	noun	Indonesia
индостан	noun	Hindustan
инесса	noun	Inessa
инна	noun	Inna
иннополис	noun	Innopolis
интернет	noun	Internet|Net
иов	noun	Iov|Job
иоиль	noun	Joel
иона	noun	Jonah
иордания	noun	Jordan
иори	noun	Iori
иосиф	noun	Iosif|Joseph
иохаведа	noun	Iokhaveda|Jochebed
ипполит	noun	Hippolyte|Hippolytus
ипсвич	noun	Ipswich
ипсуич	noun	Ipswich
ираида	noun	Iraida
ирак	noun	Iraq
иран	noun	Iran
ирена	noun	Irena
ирина	noun	Irina|Irene
иркутск	noun	Irkutsk
ирландия	noun	Ireland|Republic of Ireland
ирод	noun	Herod
иртыш	noun	Irtysh
ирэн	noun	Irene
исав	noun	Esau
исаков	noun	Isakov
исидор	noun	Isidor|Isidore
исилькуль	noun	Isilkul
исландия	noun	Iceland
исмагилов	noun	Ismagilov
исмаилов	noun	Ismailov
испания	noun	Spain|Spanish team
иссакар	noun	Issakar|Issachar
иссахар	noun	Issakhar|Issachar
ист-ривер	noun	East River
италия	noun	Italy
ито	noun	Itō
ишин	noun	Ishin
йцукен	noun	QWERTY
йемен	noun	Yemen
йорк	noun	York
йоханнесбург	noun	Johannesburg
йошкар-ола	noun	Yoshkar-Ola
к2	noun	K2
кабардино-балкария	noun	Kabardino-Balkariya
кабилия	noun	Kabylia|Kabylie
кабо-верде	noun	Cape Verde
кавказ	noun	Caucasus|Caucas
каганов	noun	Kaaganov
каганский	noun	Kagansky
кадников	noun	Kadnikov
кадыков	noun	Kadykov
кадыкчанский	noun	Kadykchansky
кадыров	noun	Kadyrov
казань	noun	Kazan
казахстан	noun	Kazakhstan
казбек	noun	Kazbek
казеев	noun	Kazeyev
каладзе	noun	Kaladze
калачинск	noun	Kalachinsk
калимантан	noun	Borneo
калина	noun	Kalina|guelder rose|arrowwood|snowball
калинин	noun	Kalinin
калининград	noun	Kaliningrad
калифорния	noun	California
каллас	noun	Callas
каллиопа	noun	Calliope|Kalliope
калуга	noun	Kaluga
калькутта	noun	Kolkata
калюжин	noun	Kalyuzhin
калязин	noun	Kalyazin|Kaluazin
камалов	noun	Kamalov
камасутра	noun	Kama Sutra
камбоджа	noun	Cambodia
камилавочников	noun	Kamilavochnikov
камилла	noun	Camilla
камиль	noun	Kamil
кампече	noun	Campeche
камчатка	noun	Kamchatka
канада	noun	Canada
канаев	noun	Kanayev
кане	noun	Canet
канзас	noun	Kansas
каннавале	noun	Cannavale
канны	noun	Cannes
капетинг	noun	Capetian
капитолина	noun	Capitolina
каппадокия	noun	Cappadocia
капралов	noun	Kapralov
капри	noun	Capri
карабанов	noun	Karabanov
карабах	noun	Karabakh
каракалпакстан	noun	Karakalpakstan
каракас	noun	Caracas
карамзин	noun	Karamzin
карафуто	noun	Karafuto
карелия	noun	Karelia
карина	noun	Karina
каринтия	noun	Carinthia
карла	noun	Carla
карнарвон	noun	Caernarvon
карнатака	noun	Karnataka
каролина	noun	Caroline
кароль	noun	Carol
карпенко	noun	Karpenko
касаткин	noun	Kasatkin
касимов	noun	Kasimov
касуми	noun	Kasumi
катр-борн	noun	Quatre Bornes
катюша	noun	Katyusha|Stalin's Organ
катя	noun	Katya
кахетия	noun	Kakheti
кацивели	noun	Katsiveli
качурин	noun	Kachurin
кашкаров	noun	Kashkarov
кашмир	noun	Kashmir
кая	noun	Republic of Dagestan|Kaya]]|[[Kaya|Kayah State|Burkina Faso|Kaya]]|Gaya confederacy|Kaya|Karenni people
квебек	noun	Quebec|Québec
кейптаун	noun	Cape Town
кеке	noun	Keke
келина	noun	Celine|Céline|Kelina
кембридж	noun	Cambridge
кения	noun	Kenya
керетаро	noun	Queretaro
керчь	noun	Kerch
кесьлёвский	noun	Kieślowski
кикабидзе	noun	Kikabidze
киликия	noun	Cilicia
килиманджаро	noun	Kilimanjaro
ким	noun	Kim
кинешемка	noun	Kineshemka
кинешма	noun	Kineshma
кинтана-роо	noun	Quintana Roo
киото	noun	Kyoto
кипр	noun	Cyprus
кир	noun	Kir|kir
киракос	noun	Kirakos
киргизия	noun	Kyrgyzstan
киргизстан	noun	Kyrgyzstan
кирилл	noun	Cyril
кировск-мурманский	noun	Kirovsk-Murmanskiy
кирсанов	noun	Kirsanov
киршин	noun	Kirshin
киряев	noun	Kiryaev
кисловодск	noun	Kislovodsk
китай	noun	China
кито	noun	Quito
кишинёв	noun	Chisinau|Kishinev
кияшко	noun	Kiyashko
клавдия	noun	Klavdiya|Claudia
клара	noun	Clara
клементина	noun	Clementina|Clementine
клеопатра	noun	Cleopatra
климкин	noun	Klimkin
климов	noun	Klimov
клинец	noun	Klinec
клио	noun	Clio
клондайк	noun	Klondike
клуни	noun	Clooney
клюев	noun	Klyuyev
князев	noun	Knyazev
коауила	noun	Coahuila|Free and Soverign State of Coahuila de Zaragoza
ковешников	noun	Koveshnikov
коган	noun	Kogan
кожеватов	noun	"""Kozhevatov"""
козельск	noun	Kozelsk
козлов	noun	Kozlov
кокотов	noun	Kokotov
коктебель	noun	Koktebel
колизей	noun	Colosseum
колима	noun	Colima City|Volcán de Colima
колмогорцев	noun	Kolmogortsev
колорадо	noun	Colorado
колотилов	noun	Kolotilov
колотушкин	noun	Kolotushkin
колпино	noun	Kolpino
колтырин	noun	Koltyrin
колумбия	noun	Colombia|Columbia
колфилд	noun	Caulfield
кольмар	noun	Colmar
коми	noun	Komi|Komi man|Komi woman|Komi language|Komi nation
компас	noun	Pyxis|compass
комсомольск-мурманский	noun	Komsomolsk-Murmanskiy
конго	noun	Congo|the Republic of the Congo
конкордия	noun	Konkordiya
коннектикут	noun	Connecticut
конни	noun	Connie
конопля	noun	Konoplya|hemp|Cannabis
константий	noun	Konstanty|Constantius
константинополь	noun	Constantinople
константия	noun	Konstantiya|Constance
констанций	noun	Konstantsy|Constantius
констанция	noun	Konstantsiya|Constance
конышев	noun	Konyshev
коньшин	noun	Kon'shin
копенгаген	noun	Copenhagen
коран	noun	Qur'an|Koran
корги	noun	Corghi
кореиз	noun	Koreiz
кореновск	noun	Korenovsk
кориолис	noun	Coriolis
корнуолл	noun	Cornwall
корнуэлл	noun	Cornwall
корээда	noun	Kore-eda
корюн	noun	Koryun
косово	noun	Kosovo
косоиванов	noun	Kosoivanov
коста-рика	noun	Costa Rica
костриков	noun	Kostrikov
кострюков	noun	Kostrukov
костюшко	noun	Kościuszko
косцюшко	noun	Kosciuszko
косых	noun	Kosykh
кочубей	noun	Kochubey
кошурников	noun	Koshurnikov
коэн	noun	Cohen
краевский	noun	Krajewski
кракатау	noun	Krakatau|Krakatoa
красавин	noun	Krasavin
красински	noun	Krasinski
краснодар	noun	Krasnodar
красноярск	noun	Krasnoyarsk
краузе	noun	Krause
краюшкин	noun	Krayushkina
кремль	noun	Kremlin
крестов	noun	Krestov
кресты	noun	Kresty
криванков	noun	Krivankov
кристофер	noun	Christopher
крк	noun	Krk
крок	noun	Kroc|Krok
кросман	noun	Crosman|Crossman
кротиков	noun	Krotikov
крылов	noun	Krylov
крым	noun	Crimea
ксаверий	noun	Xavier
ксения	noun	Xenia|Ksenia|Kseniya
ктулху	noun	Cthulhu
куба	noun	Cuba
кубань	noun	Kuban
кубасов	noun	Kubasov
куббе	noun	Koubbeh Palace|Caupo of Turaida|cupola|kubbet
кубер-педи	noun	Coober Pedy
кувандык	noun	Kuvandyk
кувейт	noun	Kuwait
кудрин	noun	Kudrin
кузин	noun	Kuzya's|Kuzin
кузьма	noun	Cosmas|Cosmo|Kuzma
кузьмин	noun	Kuzmin
кузякин	noun	Kuzyakin
куимов	noun	Kuimov
кукша	noun	Kuksha
кулик	noun	Kulik
кулёв	noun	Kulyov
кулёмин	noun	Kulemin
кума	noun	Kuma|godmother
кунашир	noun	Kunashir
купертино	noun	Cupertino
кура	noun	Kura|chicken|chicken meat|blizzard|snowstorm
кураев	noun	Kuraeff
курбан-байрам	noun	Eid al-Adha
курбанов	noun	Kurbanov
курбатов	noun	Kurbatov
куркин	noun	Kurkin
курск	noun	Kursk
кустиков	noun	Kustikov
кутаиси	noun	Kutaisi
кутузов	noun	Kutuzov
куфтин	noun	Kuftin
кучкин	noun	Kuchkin
кучма	noun	Kuchma
кырккыз	noun	kyrkkyz
кэри	noun	Carey|Cary
кэрол	noun	Carol
кюневульф	noun	Cynewulf
кюрасао	noun	Curaçao
кюсю	noun	Kyushu
кёльн	noun	Cologne
ла-манш	noun	English Channel
лабрадор	noun	Labrador|labradorite
лаврентий	noun	Lavrenty|Lawrence|Laurence
ладога	noun	Ladoga
лазарев	noun	Lazarev
лазарь	noun	Lazarus|beggar|bum|moocher|adulator|fawner
лазерсон	noun	Lazerson
лайза	noun	Liza
лакедемон	noun	Lacedaemon
ламзин	noun	Lamzin
ланин	noun	Lanin
лаос	noun	Laos
лапландия	noun	Lapland
ларами	noun	Wyoming|Laramie]]|[[Laramie|Laramie
лариошин	noun	Larioshin
лариса	noun	Larisa|Larissa
лариш	noun	Larisch
латвия	noun	Latvia
лаура	noun	Laura
лашкин	noun	Lashkin
лашманов	noun	Lashmanov
лебедь	noun	Lebed|swan|детёныш cygnet|самец cob|самка pen
лебедянь	noun	Lebedyan
лев	noun	Leo|Lev|lev|lion
левий	noun	Levy|Levi
левон	noun	Levon
левченко	noun	Levchenko
ленин	noun	Lenin
ленинград	noun	Leningrad
леокадий	noun	Leokady|Leocadius
леокадия	noun	Leokadiya|Leocadia
леонид	noun	Leonid
леонов	noun	Leonov
леонора	noun	Leonora
лепилин	noun	Lepilin
лерида	noun	Lleida
лермонтов	noun	Lermontov
лесков	noun	Leskov
лещев	noun	Toptunov
лещёв	noun	Toptunov
лиана	noun	Liana|liana|creeper|liane
либерия	noun	Liberia
ливадия	noun	Livadiya
ливан	noun	Lebanon
ливия	noun	Libya
лигурия	noun	Liguria
лидия	noun	Lydia
лиззи	noun	Lizzy
лилиан	noun	Lilian
лилия	noun	Lilia|Liliya|lily
лиманский	noun	Limansky|Lymansky
лион	noun	Lyon|Lyons
липача	noun	Lipacha
липецк	noun	Lipetsk
лисняк	noun	Lisnyak
листов	noun	Listov
литва	noun	Lithuania
литвиненко	noun	Litvinenko
литвинов	noun	Litvinoff|Litvinov
лихтенштейн	noun	Liechtenstein
личутин	noun	Lichutin
лобанов	noun	Lobanov
лобашов	noun	Lobashov
логан	noun	Logan
ложников	noun	Lozhnikov
лозанна	noun	Lausanne
лозовая	noun	Lozova
лойе	noun	Loeillet
локтионов	noun	Loktionov
лолита	noun	Lolita
лолли	noun	Lolly
ломидзе	noun	Lomidze
ломоносов	noun	Lomonosov
лондон	noun	London
лопухин	noun	Lopukhin
лоренс	noun	Laurence|Lawrence
лос-анджелес	noun	Los Angeles
лотарингия	noun	Lorraine
лотти	noun	Lottie
лохан	noun	Lohan
лощев	noun	Loshchev
луговой	noun	Lugovoi|Lugovoy|meadow
лудин	noun	Ludin
лузитания	noun	Lusitania
луиза	noun	Louisa
луизиана	noun	Louisiana
лукинов	noun	Lukinov
луна	noun	Luna|moon
лунинец	noun	Luninets
луцк	noun	Lutsk
лыков	noun	Lykov
львов	noun	Lviv|L’viv|Lvov
льеж	noun	Liège|Liege
любимов	noun	Lyubimov
любовь	noun	Lubov|Lyubov|Love|love|поэтич. тж. passion|affection
людиново	noun	Lyudinovo
людмила	noun	Ludmila
люксембург	noun	Luxembourg
люкшин	noun	Luykshin
люся	noun	Liusja
люцина	noun	Lutsina|Lyutsina
люцифер	noun	Lucifer
мид	noun	MFA
маврикий	noun	Mauritius
мавритания	noun	Mauritania
магас	noun	Magas
магдалина	noun	Magdalina|Magdalene|Madalyn
мадагаскар	noun	Madagascar
мадаев	noun	Madayev
мадейра	noun	Madeira
маделейн	noun	Madeleine
мадхья-прадеш	noun	Madhya Pradesh
мажимель	noun	Magimel
мазур	noun	Mazur
майкоп	noun	Maykop
майн	noun	Main|Mayn
майя	noun	Maya|реже Maia|Maia|Maya River
македония	noun	Macedonia|Macedon|FYROM|Northern Macedonia
макеев	noun	Makeyev
маккуин	noun	McQueen
маклин	noun	McLean
макс	noun	Max
максим	noun	Maxim|Max
максимов	noun	Maksimov|Maximov
малави	noun	Malawi
малайзия	noun	Malaysia
малахов	noun	Malakhov
мали	noun	Mali
маликов	noun	Malikov
мальдивы	noun	Maldives
мальцев	noun	Maltsev
мамин	noun	Mamin
мамлютка	noun	Mamlyutka
мамонин	noun	Mamonya’s|Mamonin|mammon’s
манагуа	noun	Managua
мангано	noun	Mangano
мангышлак	noun	Mangyshlak
мандвивала	noun	Mandviwala
