lemma	part_of_speech	translations
一面之缘	noun	встречи|знакомство|одной|после|связь|шапочное
一面之識	noun	знакомство|шапочное
一面兒官司	noun	если|из|к|несправедливое|одной|пристрастны
一面兒理	noun	аргумент|довод|односторонний
一鞍一馬	noun	см.|一馬一鞍
一鞭	noun	см.一修倏倏
一頂一	noun	лучший|первейший|первый|самый
一順	noun	напрямик|прямо
一順兒	noun	весь|все|ряд|скопом
一順子	noun	весь|все|ряд|скопом
一順百順	noun	в|всё|и|как|маслу|одном
一頓兒	noun	остановка|пауза|передышка
一頭兒沉	noun	о|однотумбовый|письменном|столе
一頭兩塊	noun	один-два|юаня
一顛一倒	noun	вдоль|и|поперёк
一顧傾國	noun	взглядом|красавице|о|одним|покорять|царства
一食頃	noun	время|на|один|пищи|приём
一飯不忘	noun	благодеяние|в|даже|забывай|знач.|кусок
一飲一啄	noun	а|б|в|все|глотнуть|да
一馬一鞍	noun	в|жене|знач.|лошадь—|мужа|на
一馬不兩鞍	noun	в|выходить|дважды|двумя|должна|женщина
一馬不被兩鞍	noun	в|выходить|дважды|двумя|должна|женщина
一馬兩首	noun	в|выбор|выборе|дилемма|колебаться|трудный
一驚	noun	испугаться
一骨落	noun	см.|一軲轆
一骨辣	noun	см.|一軲轆
一骨魯	noun	см.|一軲轆
一髮	noun	волос|волосок|один
一鱗一爪	noun	большом|в|всего|говорящая|знач.|и
一鹼價	noun	одноосновный|хим.
一鹽基性酸	noun	кислоты|одноосновные|хим.
一麻	noun	в|да|знач.|зёрнышко|конопли|обр.
一麻一米	noun	в|да|знач.|зёрнышко|конопли|обр.
一麾出守	noun	бунчуком|в|губернатора|занять|знач.|или
一黑早兒	noun	до|заре|заря|на|ни|рассвета
一點一橫	noun	и|каллигр.|ключа|обозначение|разговорное|точка
一點半點兒	noun	капельку|немножечко|чуть-чуть
一點子	noun	капли|легонько|немного|ни|нисколько|ничуть
一點點兒	noun	см.一點
一鼎之調	noun	всё|котором|о|по|судят|целое
一齊眾楚	noun	Ци|Чу|в|знач.|и|кем
一龍一蛇	noun	в|дано|дракон|другому|змея|знач.
丁一確二	noun	в|верный|действительный|деле|подлинный|самом
丁丁當當	noun	дин-дон|звону|звукоподражание|или|металла|фарфора
丁二烯	noun	бутадиен|дивинил|хим.
丁令	noun	см.|丁靈
丁倒	noun	вверх|дном|кувырком|перевернуть|поставить|шиворот-навыворот
丁坝	noun	буна|гидр.|траверс
丁基	noun	бутил|хим.
丁夫	noun	взрослый|мужчина|рекрут|солдат|уст.
丁婢	noun	20|лет|рабыня|служанка|стар.|старше
丁子	noun	головастик
丁子頭	noun	на|нагар|напр.|свечке
丁字寥	noun	см.|丁香寥
丁字尺	noun	науго́льник|рейсши́на
丁字板	noun	см.|丁字尺
丁字梁	noun	балка|тавровая
丁字樣藥	noun	бот.|качающийся|пыльник
丁字節	noun	муфта|тавровая|тех.
丁字褲	noun	джи-стри́нг|набе́дренная повя́зка|стри́нги|та́нга|тру́сики-та́нга
丁字鎬	noun	кайло|кирка
丁字鐵	noun	железо|тавровое
丁幾	noun	настойка|тинктура|фарм.
丁強	noun	см.|丁彊
丁强	noun	в|крепкий|о|расцвете|сил|телосложении
丁方	noun	диал.|квадрат|квадратный|четырёхугольный
丁東	noun	дин-дон|звенеть|звону|звукоподражание|звякать|лязгать
丁烷	noun	бута́н|бутан
丁犖	noun	буйвол|корова|лучший|породистая|пятнистый|пёстрая
丁狀	noun	в|годный|к|лет|мужчина|повинности
丁璫	noun	дин-дон|звону|звукоподражание|яшмы
丁祭	noun	11-го|2-го|5-го|8-го|Конфуцию|в
丁税	noun	налог|подушный
丁種維生素	noun	В2|витамин|рибофлавин
丁算	noun	см.|丁賦
丁納橡膠	noun	буна-каучук
丁苯	noun	хим.
丁赋	noun	мужчин|налог|подушный|с|совершеннолетних
丁那	noun	Югославии|денежная|динар|единица
丁酸	noun	ма́сляная кислота́
丁醣	noun	тетроза|хим.
丁銀	noun	налог|подушный|уст.
丁錢	noun	см.|丁賦
丁鐸爾現象	noun	Тиндаля|эффект|явление
丁閏銀	noun	в|високосном|годовой|году|месяц|на
丁零	noun	динлин|звенеть|звон|звону|звукоподражание|колокольчиков
丁零當郎	noun	дин-дон|звону|звукоподражание|или|металла|фарфора
丁靈	noun	Хань|динлины|ист.|название|племени|эпоха
丁頭皮	noun	скальп
丁香	noun	гвозди́ка|сире́нь
丁香寥	noun	Ludwigia|Roxb.|prostrata|бот.|людвигия|простёртая
丁香核	noun	косточка|личжи|плода
丁香油	noun	гвоздичное|масло
丁香油酚	noun	евгенол|хим.
丁香結	noun	бутон|крепко|неразрывном|о|обр.|связанном
丁香花	noun	сире́нь
丁香蘿蔔	noun	морковь|прост.
丁香頭	noun	бамбука|ветка|жив.|кит.|листом|особенно:
丁點	noun	диал.|малый|мизерный|ничтожно
七一	noun	1|1-е|1921|7-го|Китая|г.)
七亂八糟	noun	см.|亂七八糟
七代	noun	XVIII|Хуан-ди|Шан.|в.|дин.|до
七傷	noun	болезней|внутренних|д.|и|кит.|мед.
七元	noun	5|Луна|Солнце|астр.|больших|и
